features.type,features.geometry,features.properties.NAME,features.properties.REFERENCE,features.properties.ASSETTYPE,features.properties.ASSETLOCATION,features.properties.CNTR_X,features.properties.CNTR_Y,lacd
"Feature","","National trust woodland culvert 2","0007/2","Complex Culvert","Pecket Well",398673.022,430546.983,"E08000033"
"Feature","","Hebden Bridge Road Culvert 2","0456/2","Complex Culvert","Pecket Well",400922.266,432270.288,"E08000033"
"Feature","","Culvert under track in NT woods","0005/4","Complex Culvert","Pecket Well",398696.03,430563.999,"E08000033"
"Feature","","Crimsworth Dene Culvert 3","0001/2","Complex Culvert","Pecket Well",398637.011,430282.964,"E08000033"
"Feature","","Culvert under henden road","0048/5","Complex Culvert","Pecket Well",400321.009,431755.971,"E08000033"
"Feature","","Culvert pipe","0218/7","Complex Culvert","Pecket Well",399556.021,432024.026,"E08000033"
"Feature","","Akroyd Lane Culvert","0011/13","Complex Culvert","Pecket Well",399638.646,429070.365,"E08000033"
"Feature","","Pecket Well Culvert","0741/7","Complex Culvert","Pecket Well",400418.878,430086.696,"E08000033"
"Feature","","Crimsworth Dene Culvert","0597/4","Complex Culvert","Pecket Well",398980.183,429608.84,"E08000033"
"Feature","","Culvert under footpath","98416","Complex Culvert","Pecket Well",398914.298,430235.597,"E08000033"
"Feature","","Culvert under hebden road","0046/7","Complex Culvert","Pecket Well",400310.989,431870.014,"E08000033"
"Feature","","Old Lane Bridge /Footbridge","0630/28","Complex Culvert","Pecket Well",399844.119,429693.712,"E08000033"
"Feature","","Cross Ends Lane Culvert","0218/4","Complex Culvert","Pecket Well",399532.07,431775.026,"E08000033"
"Feature","","Culvert under farm track","0006/5","Complex Culvert","Pecket Well",398672.863,430663.143,"E08000033"
"Feature","","Crimsworth Dene Culvert 4","98519","Complex Culvert","Pecket Well",398691.86,430709.979,"E08000033"
"Feature","","Crimsworth Dean Footbridge","0008/2","Complex Culvert","Pecket Well",398920.247,429824.14,"E08000033"
"Feature","","Old Lane Culvert 1","0630/26","Complex Culvert","Pecket Well",399792.365,429618.507,"E08000033"
"Feature","","Bridge /Vehicular","0656/6","Complex Culvert","Pecket Well",400181.506,432800.366,"E08000033"
"Feature","","Haworth Old Road Culvert 2","0506/9","Complex Culvert","Pecket Well",399477.237,431244.65,"E08000033"
"Feature","","Hebden Bridge Road Culvert","0047/6","Complex Culvert","Pecket Well",400116.543,431830.4,"E08000033"
"Feature","","Crimsworth Dene Culvert 4","0054/1","Complex Culvert","Pecket Well",399150.963,429460.833,"E08000033"
"Feature","","Old Lane Culvert 2","0754/12","Complex Culvert","Pecket Well",399955.792,429692.706,"E08000033"
"Feature","","Old Lane Culvert 3","0754/6","Complex Culvert","Pecket Well",399911.755,429662.557,"E08000033"
"Feature","","Cross Ends Lane Culvert 2","98696","Complex Culvert","Pecket Well",399579.559,431604.345,"E08000033"
"Feature","","Moor Non-Vehicular bridge 1","0161/30","Complex Culvert","Pecket Well",401388.125,430058.711,"E08000033"
"Feature","","National Trust Culvert 1","98762","Complex Culvert","Pecket Well",398784.533,430304.727,"E08000033"
"Feature","","Crimsworth Dene Culvert 5","0002/3","Complex Culvert","Pecket Well",398609.885,430371.761,"E08000033"
"Feature","","Stone footbridge in National Trust woods","0004/3","Complex Culvert","Pecket Well",398807.18,430430.895,"E08000033"
"Feature","","Stone Footbridge / culvert on footpath","0003/1","Complex Culvert","Pecket Well",398797.609,430386.392,"E08000033"
"Feature","","Culvert under bridleway","0019/5","Complex Culvert","Pecket Well",399132.831,432111.434,"E08000033"
"Feature","","Haworth Old Road Culvert 2","98772","Complex Culvert","Pecket Well",399701.836,431342.201,"E08000033"
"Feature","","Old Lane Culvert 4","0054/7","Complex Culvert","Pecket Well",399393.678,429750.61,"E08000033"
"Feature","","Cross Ends Lane Culvert 3","0218/1","Complex Culvert","Pecket Well",399471.411,431967.738,"E08000033"
"Feature","","Crimsworth Dene Culvert 6","0199/3","Complex Culvert","Pecket Well",398930.093,431355.682,"E08000033"
"Feature","","Stone footbridge","0322/2","Complex Culvert","Pecket Well",399410.748,429259.638,"E08000033"
"Feature","","Culvert under footpath","98877","Complex Culvert","Pecket Well",398921.519,431831.437,"E08000033"
"Feature","","Bridge /Footbridge","0054/11","Complex Culvert","Pecket Well",399291.276,429596.761,"E08000033"
"Feature","","Culvert under road","98789","Complex Culvert","Pecket Well",398619.08,430469.003,"E08000033"
"Feature","","Stone culvert","0349/12","Complex Culvert","Pecket Well",398907.102,431883.4,"E08000033"
"Feature","","Culvert under bridleway","0017/5","Complex Culvert","Pecket Well",399043.391,431988.621,"E08000033"
"Feature","","Haworth Old Road Culvert 3","0047/11","Complex Culvert","Pecket Well",400026.122,431205.779,"E08000033"
"Feature","","Haworth Old Road Culvert 3","0047/14","Complex Culvert","Pecket Well",399623.562,431471.717,"E08000033"
"Feature","","Moor Non-Vehicular bridge 2","0161/45","Complex Culvert","Pecket Well",401478.046,430267.469,"E08000033"
"Feature","","Culvert under farm track","0814/5","Complex Culvert","Pecket Well",399796.784,432913.085,"E08000033"
"Feature","","Culvert under footpath","0450/21","Complex Culvert","Pecket Well",399881.831,432907.627,"E08000033"
"Feature","","Culvert under farm track","0450/4","Complex Culvert","Pecket Well",399814.953,432736.625,"E08000033"
"Feature","","Culvert under farm track","0450/9","Complex Culvert","Pecket Well",399804.218,432782.465,"E08000033"
"Feature","","Crimsworth Dene Culvert 2","0526/1","Complex Culvert","Pecket Well",398713.704,430188.032,"E08000033"
"Feature","","Bridge /Pipe Supported","0630/29","Complex Culvert","Pecket Well",399910.309,429772.59,"E08000033"
"Feature","","Shawcroft Hill Culvert","0729/9","Complex Culvert","Pecket Well",400123.105,429395.54,"E08000033"
"Feature","","Cross Ends Lane Culvert 4","0766/17","Complex Culvert","Pecket Well",399727.235,431652.174,"E08000033"
"Feature","","Bridge /Footbridge","0766/21","Complex Culvert","Pecket Well",399843.933,431623.349,"E08000033"
"Feature","","Haworth Old Road Culvert 3","0506/2","Complex Culvert","Pecket Well",399490.476,431196.472,"E08000033"
"Feature","","Stone footbridge","0349/8","Complex Culvert","Pecket Well",398728.676,431912.043,"E08000033"
"Feature","","Crimsworth Dene Culvert 7","0199/7","Complex Culvert","Pecket Well",398720.947,431415.931,"E08000033"
"Feature","","National Trust Footbridge / culvert","99205","Complex Culvert","Pecket Well",398784.548,430350.679,"E08000033"
"Feature","","Crimsworth Dene Culvert 8","0005/3","Complex Culvert","Pecket Well",398639.685,430589.162,"E08000033"
"Feature","","Old Lane Culvert 5","0011/25","Complex Culvert","Pecket Well",400100.954,429470.749,"E08000033"
"Feature","","Keighley Road Culvert 1","0011/3","Complex Culvert","Pecket Well",399505.647,428947.109,"E08000033"
"Feature","","Stone wall culvert","99209","Complex Culvert","Pecket Well",399159.067,431860.979,"E08000033"
"Feature","","Stone wall culvert","0349/14","Complex Culvert","Pecket Well",398922.254,431871.603,"E08000033"
"Feature","","Bridge /Other","0018/4","Complex Culvert","Pecket Well",399068.262,432118.235,"E08000033"
"Feature","","Crimsworth Lane culvert","0054/6","Complex Culvert","Pecket Well",399377.399,429771.864,"E08000033"
"Feature","","Culvert under farm track","0766/18","Complex Culvert","Pecket Well",399602.163,431622.256,"E08000033"
"Feature","","Culvert under bridleway","0018/2","Complex Culvert","Pecket Well",399115.234,432091.411,"E08000033"
"Feature","","Carr road culvert","Carr road","Complex Culvert","Todmorden",390313.02,425890.063,"E08000033"
"Feature","","Carr road culvert no 2","0040/1","Complex Culvert","Todmorden",390481.018,425739.064,"E08000033"
"Feature","","Woodbine terrace culvert","0662/13","Complex Culvert","Todmorden",390860.975,426396.973,"E08000033"
"Feature","","Walton street culvert","80580","Complex Culvert","Todmorden",390886.018,426114.987,"E08000033"
"Feature","","Valley peak culvert no 2","0031/21","Complex Culvert","Todmorden",391192.981,425519.024,"E08000033"
"Feature","","Culvert valley peak","0031/28","Complex Culvert","Todmorden",391202.996,425580.979,"E08000033"
"Feature","","Burnley road track culvert","0886/7","Complex Culvert","Todmorden",391267.029,426225.069,"E08000033"
"Feature","","Pipe in Stream Burnley road","0667/9","Complex Culvert","Todmorden",391326.985,426076.979,"E08000033"
"Feature","","Flower scar road culvert","80553","Complex Culvert","Todmorden",389793.029,425134.029,"E08000033"
"Feature","","Dean farm culvert 5","0265/9","Complex Culvert","Todmorden",392736.723,422539.354,"E08000033"
"Feature","","Pastures farm culvert","0278/21","Complex Culvert","Todmorden",392752.974,422169.061,"E08000033"
"Feature","","Naze road culvert","0570/2","Complex Culvert","Todmorden",392778.98,423044.947,"E08000033"
"Feature","","Cross lee culvert","0631/1","Complex Culvert","Todmorden",392782.979,425534.962,"E08000033"
"Feature","","Ramsdon Wood Road Culvert 4","0650/28","Complex Culvert","Todmorden",392798.967,421394.063,"E08000033"
"Feature","","Ramsdons Wood Road Culvert 3","0867/18","Complex Culvert","Todmorden",392878.99,421170.974,"E08000033"
"Feature","","Ramsdon Wood Road Culvert 2","0867/19","Complex Culvert","Todmorden",392918.993,421202.065,"E08000033"
"Feature","","Monas terrace culvert","0265/15","Complex Culvert","Todmorden",392987.022,422586.027,"E08000033"
"Feature","","Hollins road culvert","0895/16","Complex Culvert","Todmorden",393379.302,422613.147,"E08000033"
"Feature","","Shoebroad lane culvert","0494/2","Complex Culvert","Todmorden",393587.981,423730.987,"E08000033"
"Feature","","Scrapers lane culvert","0055/10","Complex Culvert","Todmorden",393713.011,425693.029,"E08000033"
"Feature","","Scrapers lane Culvert no 2","80687","Complex Culvert","Todmorden",393804.024,425519.002,"E08000033"
"Feature","","Scrapers lane drain","80688","Complex Culvert","Todmorden",393809.01,425497.967,"E08000033"
"Feature","","Broad gate culvert","0870/9","Complex Culvert","Todmorden",393999.019,425431.956,"E08000033"
"Feature","","Broadgate culvert","0871/2","Complex Culvert","Todmorden",394210.025,425475.964,"E08000033"
"Feature","","Valley peak culvert no 3","0855/6","Complex Culvert","Todmorden",391452.972,425459.012,"E08000033"
"Feature","","Foul Clough Road Culvert no 2","0657/9","Complex Culvert","Todmorden",391559.77,421701.013,"E08000033"
"Feature","","Red clough culvert no 2","0655/13","Complex Culvert","Todmorden",391549.981,422158.977,"E08000033"
"Feature","","Bacup road culvert no 6","0346/5","Complex Culvert","Todmorden",391788.992,423671.973,"E08000033"
"Feature","","Foul clough road culvert 2","0655/18","Complex Culvert","Todmorden",391796.986,421969.058,"E08000033"
"Feature","","Dean farm track culvert no 2","0232/3","Complex Culvert","Todmorden",392137.019,423266.951,"E08000033"
"Feature","","Dean farm track culvert","0231/2","Complex Culvert","Todmorden",392181.991,423276.999,"E08000033"
"Feature","","Ramsden lane Culvert","0649/5","Complex Culvert","Todmorden",392181.973,421207.04,"E08000033"
"Feature","","Ramsden lane culvert 2","0649/9","Complex Culvert","Todmorden",392204.524,421302.797,"E08000033"
"Feature","","Bacup road culvert no 7","0770/1","Complex Culvert","Todmorden",392272.012,423342.934,"E08000033"
"Feature","","Calderdale public footpath Asset","80653","Complex Culvert","Todmorden",392281,421538.985,"E08000033"
"Feature","","Calderdale public Footpath asset 2","80654","Complex Culvert","Todmorden",392312.025,421531.034,"E08000033"
"Feature","","Calderdale public footpath pipe","80656","Complex Culvert","Todmorden",392366.006,421627.74,"E08000033"
"Feature","","Dean farm culvert no 3","0265/19","Complex Culvert","Todmorden",392485.006,422638.998,"E08000033"
"Feature","","Dene farm culvert 6","0278/6","Complex Culvert","Todmorden",392495.992,422250.026,"E08000033"
"Feature","","Dean farm culvert 4","0265/6","Complex Culvert","Todmorden",392564.402,422580.349,"E08000033"
"Feature","","Stony lane culvert 4","0758/18","Complex Culvert","Todmorden",392593.954,426447.049,"E08000033"
"Feature","","Ramsden Wood Road Culvert","0867/30","Complex Culvert","Todmorden",393010.98,421238.974,"E08000033"
"Feature","","Redundant reservoir culvert","0197/1","Complex Culvert","Todmorden",392495.003,420358.038,"E08000033"
"Feature","","Whirlaw lane culvert","0016/13","Complex Culvert","Todmorden",393519.389,425713.551,"E08000033"
"Feature","","Allescholes road culvert","0567/21","Complex Culvert","Todmorden",393569.85,420792.33,"E08000033"
"Feature","","Stanisfield culvert","80799","Complex Culvert","Todmorden",394243.038,424763.966,"E08000033"
"Feature","","Badger wood culvert","80812","Complex Culvert","Todmorden",394303.034,423993.949,"E08000033"
"Feature","","Stoney royd culvert 2","0759/4","Complex Culvert","Todmorden",392642.991,425756.039,"E08000033"
"Feature","","Stoney royd culvert 2","0759/8","Complex Culvert","Todmorden",392642.991,425756.039,"E08000033"
"Feature","","Top O' Th' Hill culvert","0368/16","Complex Culvert","Todmorden",393579.971,422349.07,"E08000033"
"Feature","","Centre vale park culvert 2","0166/6","Complex Culvert","Todmorden",393209.978,424493.009,"E08000033"
"Feature","","Todmorden cricket club culvert","81942","Complex Culvert","Todmorden",393346.964,424478.012,"E08000033"
"Feature","","Old Royd Road Culvert","0507/56","Complex Culvert","Todmorden",395112.985,423960.965,"E08000033"
"Feature","","Top O' Th' Hill culvert 2","0367/5","Complex Culvert","Todmorden",393497.968,422490.037,"E08000033"
"Feature","","Ashenhurst screen","0016/2","Complex Culvert","Todmorden",393367.978,425313.003,"E08000033"
"Feature","","Robin wood culvert no 2","0246/21","Complex Culvert","Todmorden",392924.67,423936.683,"E08000033"
"Feature","","Cross Stones Road culvert","0442/7","Complex Culvert","Todmorden",394428.025,424824.041,"E08000033"
"Feature","","Robin wood culvert and screen","0153/2","Complex Culvert","Todmorden",392877.991,423885.018,"E08000033"
"Feature","","Robin wood screen","0153/1","Complex Culvert","Todmorden",392877.991,423885.018,"E08000033"
"Feature","","Hollingworth clough culvert","0396/20","Complex Culvert","Todmorden",393728.019,421500.058,"E08000033"
"Feature","","Hey Head Lane culvert","0442/20","Complex Culvert","Todmorden",394597.127,425018.096,"E08000033"
"Feature","","Red clough culvert","0655/9","Complex Culvert","Todmorden",391709.15,422144.449,"E08000033"
"Feature","","Dobroyd sheep farm estate culvert","0283/7","Complex Culvert","Todmorden",392644.01,423190.017,"E08000033"
"Feature","","Dobroyd road culvert","0246/27","Complex Culvert","Todmorden",393223.982,423837.989,"E08000033"
"Feature","","Hollingworth lane culvert 2","0396/11","Complex Culvert","Todmorden",393987.99,421634.996,"E08000033"
"Feature","","Hollingworth moor culvert","0235/4","Complex Culvert","Todmorden",394235.008,421359.97,"E08000033"
"Feature","","Allescholes moor culvert","0183/7","Complex Culvert","Todmorden",393483.014,420389.021,"E08000033"
"Feature","","Shaw Wood Avenue Inlet","0709/21","Complex Culvert","Todmorden",395948.471,424689.009,"E08000033"
"Feature","","Reddyshore Scout Gate Culvert 1","0547/20","Complex Culvert","Todmorden",393830.548,420261.366,"E08000033"
"Feature","","Reddyshore Scout Gate Bridge","0547/22","Complex Culvert","Todmorden",393737.394,420250.255,"E08000033"
"Feature","","Drain /Pipe","0411/3","Complex Culvert","Todmorden",395378.84,424721.826,"E08000033"
"Feature","","Baulk Head Lane Culvert 2","0675/15","Complex Culvert","Todmorden",395513.517,424907.383,"E08000033"
"Feature","","Baulk Lane Culvert 4","0675/7","Complex Culvert","Todmorden",395498.994,424770.992,"E08000033"
"Feature","","East Lee woods footbridge","0422/18","Complex Culvert","Todmorden",395817.971,425319.532,"E08000033"
"Feature","","Cross Stone Road Culvert 1","0324/18","Complex Culvert","Todmorden",395256.001,425635.739,"E08000033"
"Feature","","Cross Lee Road Culvert 1","0631/9","Complex Culvert","Todmorden",392983.31,425800.569,"E08000033"
"Feature","","Bottomley Rd Footbridge","0767/16","Complex Culvert","Todmorden",394295.663,420911.625,"E08000033"
"Feature","","Heatherbank Culvert","98668","Complex Culvert","Todmorden",393636.239,422170.307,"E08000033"
"Feature","","Cross Stone Road Footbridge","0324/12","Complex Culvert","Todmorden",395131.643,425707.968,"E08000033"
"Feature","","Cross Stone Road culvert 2","0324/21","Complex Culvert","Todmorden",395297.052,425583.626,"E08000033"
"Feature","","Eastwood Lane Culvert","0257/6","Complex Culvert","Todmorden",396377.467,425535.886,"E08000033"
"Feature","","Culvert /Formed by spanning structure","98769","Complex Culvert","Todmorden",395419.138,424699.087,"E08000033"
"Feature","","Culvert under footpath","0038/7","Complex Culvert","Todmorden",395437.333,424940.505,"E08000033"
"Feature","","Sigget Lane Culvert","0268/4","Complex Culvert","Todmorden",392736.358,424720.706,"E08000033"
"Feature","","Bottomley Culvert 2","0095/5","Complex Culvert","Todmorden",394435.702,421146.54,"E08000033"
"Feature","","East Lee Lane Culvert","0422/12","Complex Culvert","Todmorden",396062.94,424999.101,"E08000033"
"Feature","","Baulk Head Lane Culvert 1","0675/2","Complex Culvert","Todmorden",395528.371,425047.557,"E08000033"
"Feature","","Stoneylane culvert 2","0759/8","Complex Culvert","Todmorden",392627.41,425790.445,"E08000033"
"Feature","","Baulk Head Lane Culvert 3","0675/15","Complex Culvert","Todmorden",395514.444,424911.054,"E08000033"
"Feature","","Swineshead Road Culvert","0799/1","Complex Culvert","Todmorden",393315.544,423305.479,"E08000033"
"Feature","","Bridge /Footbridge","0038/1","Complex Culvert","Todmorden",395373.835,424732.29,"E08000033"
"Feature","","Bottomley Stone Culvert","99241","Complex Culvert","Todmorden",394543.68,420980.409,"E08000033"
"Feature","","Bank House Lane, Wainstalls","0164/8","Attenuation Pond","Booth",403889.47502853,427936.82048906,"E08000033"
"Feature","","Colden Water (east)","0191_54","Attenuation Pond","Colden - On left bank of Colden Water next to the Pennine Way.",396907.018,428188.048,"E08000033"
"Feature","","Colden Water (west)","0191_57","Attenuation Pond","Colden - On the Pennine Way on left bank of Colden Water.",396857.037,428194.981,"E08000033"
"Feature","","White Slack Gate, Walsden","0197/4","Attenuation Pond","Todmorden - White Slack Lane",392570.41012126,420516.12659463,"E08000033"
"Feature","","Higher Dam","0222/6","Attenuation Pond","Hebden Bridge - Winter's Lane.",397077.80077623,427019.58916417,"E08000033"
"Feature","","School Land Lane, Colden","0226/4","Attenuation Pond","Colden - School Land Lane",395320.23980727,429058.58734527,"E08000033"
"Feature","","Ramsden Clough","0291_001","Attenuation Pond","Todmorden - Foul Clough Road",391531.017,421328.01,"E08000033"
"Feature","","Lake /Reservoir","0314/1","Attenuation Pond","Clough Foot",391005.00834033,422938.8691184,"E08000033"
"Feature","","High Cote Dam, Lumb Lane, Wainstalls","0340/5","Attenuation Pond","Wainstalls",404344.57747086,429802.86894336,"E08000033"
"Feature","","Heeley Dam, Long Causeway, Mankinholes","0363/2","Attenuation Pond","Lumbutts - Lumbutts Road",395821.51429755,423232.97648262,"E08000033"
"Feature","","Lee Dam, Lee Lane, Mankinholes","0063/1","Attenuation Pond","Lumbutts - Lee Lane.",395718.46074042,423269.56702539,"E08000033"
"Feature","","Fountain Reservoir","0503/058","Attenuation Pond","Wainstalls",402363.76764006,430008.49834273,"E08000033"
"Feature","","Lake /Reservoir","0503/191","Attenuation Pond","Pecket Well",402153.26685063,430471.3302915,"E08000033"
"Feature","","Lake /Reservoir","0503/203","Attenuation Pond","Pecket Well",402170.76880682,430756.19702099,"E08000033"
"Feature","","Lake /Reservoir","0503/237","Attenuation Pond","Pecket Well",402303.36449615,430137.93119859,"E08000033"
"Feature","","Cold Edge Dams, Lumb Lane, Wainstalls","0539/12","Attenuation Pond","Wainstalls",404586.24347223,429881.86369618,"E08000033"
"Feature","","Mixenden Reservoir","0545/19","Attenuation Pond","Halifax",406008.24770497,428910.29467316,"E08000033"
"Feature","","South Reservoir, Slack Lane, Booth","97987","Attenuation Pond","Booth",403035.2887872,427683.92898352,"E08000033"
"Feature","","North Reservoir, Slack Lane, Booth","97989","Attenuation Pond","Luddenden - Slack Lane, Booth.",402936.724066,427791.38559221,"E08000033"
"Feature","","Willow Valley pond 1, Brighouse","0251/001","Attenuation Pond","Brighouse - Willow Valley Golf",416640.42990867,423501.33789538,"E08000033"
"Feature","","Willow Valley pond 2, Brighouse","0618/002","Attenuation Pond","Brighouse - Willow Valley Golf",416420.61109752,423381.31847625,"E08000033"
"Feature","","Gadding Dam, Walsden","0700/7","Attenuation Pond","Lumbutts - Lumbutts Road",394858.39527973,422400.09919638,"E08000033"
"Feature","","Shoebroad Dam, Todmorden","0723/2","Attenuation Pond","Todmorden - Shoebroad Lane.",393470.97199073,423598.65088774,"E08000033"
"Feature","","Upper Lake, Badger Lane, Hipperholme","0789/3","Attenuation Pond","Brighouse - Badger Lane.",412082.03390884,424787.84928084,"E08000033"
"Feature","","Lumbutts Road, Todmorden","0494/003","Attenuation Pond","Todmorden - Lumbutts Road.",393912.22351835,423250.16547223,"E08000033"
"Feature","","Thorney Lane, Booth","0035/1","Attenuation Pond","Luddenden",403750.69620155,427005.70099948,"E08000033"
"Feature","","Hollingworth Lane, Walsden","0051/5","Attenuation Pond","Todmorden - Hollingworth Lane, Walsden.",393793.26640835,421938.47404779,"E08000033"
"Feature","","Wilcroft Terrace, Peckett Well","0054/29","Attenuation Pond","Pecket Well",399920.66356632,430161.75038106,"E08000033"
"Feature","","Styes Lane, Luddedenfoot","0096/16","Attenuation Pond","Luddenden Foot - Styes Lane",403810.92516977,424079.76560805,"E08000033"
"Feature","","Lumb Lane, Wainstalls","0164/021","Attenuation Pond","Wainstalls - Lumb Lane.",404671.00243843,429292.52691252,"E08000033"
"Feature","","Jowler, Wainstalls","0164/10","Attenuation Pond","Booth",404055.05684621,428006.32426438,"E08000033"
"Feature","","Lumb Lane, Wainstalls","0164/77","Attenuation Pond","Wainstalls - Lumb Lane",404705.3636467,428839.62485622,"E08000033"
"Feature","","Pond 1 close to Moorcock Rd","0783/013","Attenuation Pond","Blackshaw Head",394283.37200652,428513.80701783,"E08000033"
"Feature","","Pond 2 close to Moorcock Rd","0784/005","Attenuation Pond","Blackshaw Head",394312.46830905,428487.1481909,"E08000033"
"Feature","","Pond on Bacup Road, A681","0534/47","Attenuation Pond","Clough Foot",389392.21341358,424019.77039517,"E08000033"
"Feature","","Warland Reservoir","0847/002","Attenuation Pond","Warland",395892.42829167,420907.51813643,"E08000033"
"Feature","","Light Hazzles Reservoir","0847/006","Attenuation Pond","Warland",396260.30437968,420138.55247409,"E08000033"
"Feature","","White Holme Reservoir","0864/001","Attenuation Pond","Warland",397017.3056049,419868.49899497,"E08000033"
"Feature","","Pond near White Holme Reservoir","0864/006","Attenuation Pond","Warland",397496.7575407,420058.23842995,"E08000033"
"Feature","","Pond near White Holme Reservoir","0864/003","Attenuation Pond","Warland",397525.91542568,420000.38193564,"E08000033"
"Feature","","Pond near White Holme Reservoir","0864/002","Attenuation Pond","Warland",397559.82425896,420048.2287436,"E08000033"
"Feature","","Withens Clough Reservoir","0881/006","Attenuation Pond","Cragg Vale",398125.96545689,422923.08539782,"E08000033"
"Feature","","Warley Moor Reservoir","0183/001","Attenuation Pond","Wainstalls",403055.46779519,431762.2998751,"E08000033"
"Feature","","Pond 1 East of Warley Moor Reservoir","148233","Attenuation Pond","Ogden",403794.41538055,431700.18835131,"E08000033"
"Feature","","Pond East of Warley Moor Reservoir","0190/005","Attenuation Pond","Ogden",403846.9201132,431719.27182905,"E08000033"
"Feature","","Leadbeater Dam","0849/31","Attenuation Pond","Wainstalls",404288.15356788,429512.85258908,"E08000033"
"Feature","","Ogden Reservoir","0592/001","Attenuation Pond","Ogden",406290.59515616,430885.85982094,"E08000033"
"Feature","","Brook House Pond by Hebble Brook, Causeway Foot","0120/4","Attenuation Pond","Brookhouse",406246.17502092,429788.55597774,"E08000033"
"Feature","","Brook House Pond by Hebble Brook, Causeway Foot","0120/003","Attenuation Pond","Brookhouse",406227.89638701,429847.81023661,"E08000033"
"Feature","","Pond by Hebble Brook, Causeway Foot","","Attenuation Pond","Brookhouse",406212.501,429860.358,"E08000033"
"Feature","","Pond by Hebble Brook, Mixenden","","Attenuation Pond","Upper Brockholes",406363.451,429371.245,"E08000033"
"Feature","","Pond by Hebble Brook, Mixenden","","Attenuation Pond","Halifax",406472.405,428121.843,"E08000033"
"Feature","","Ramsden Wood Reservoir","0651/006","Attenuation Pond","Mount Tabor",405820.02363191,427076.80194301,"E08000033"
"Feature","","Albert Reservoir","0358/019","Attenuation Pond","Halifax",407304.65939126,425704.29847289,"E08000033"
"Feature","","Pond in Shroggs Park","","Attenuation Pond","Halifax",408180.64,426153.051,"E08000033"
"Feature","","Pond in People's Park, Calderdale","","Attenuation Pond","Halifax",408584.583,424837.55,"E08000033"
"Feature","","Pond in People's Park, Calderdale","","Attenuation Pond","Halifax",408594.527,424886.412,"E08000033"
"Feature","","Pond in People's Park, Calderdale","","Attenuation Pond","Halifax",408565.412,424930.53,"E08000033"
"Feature","","Pond in Sowerby Bridge","0672/005","Attenuation Pond","Halifax",405307.0241437,424098.30880873,"E08000033"
"Feature","","Pond, Broad Lane, Luddenden Foot","0757/003","Attenuation Pond","Luddenden Foot",403398.56107912,424238.64242616,"E08000033"
"Feature","","Baitings Reservoir","0024/006","Attenuation Pond","Ripponden",400702.1472139,418807.3113463,"E08000033"
"Feature","","Baitings Reservoir","0024/007","Attenuation Pond","Ripponden",400701.63147505,418807.22422561,"E08000033"
"Feature","","Ryburn Reservoir","0668/042","Attenuation Pond","Ripponden",402077.84685027,418705.24395903,"E08000033"
"Feature","","Green Withens Reservoir","0331/002","Attenuation Pond","Ripponden",398858.47965546,416303.33379964,"E08000033"
"Feature","","Booth Wood Reservoir","0091/025","Attenuation Pond","Booth Wood",402601.57315832,416235.45731514,"E08000033"
"Feature","","Ringstone Edge Reservoir","0161/002","Attenuation Pond","Slack",404955.19415995,418124.61712754,"E08000033"
"Feature","","Lake, south of Southowram","LK1","Attenuation Pond","Halifax",411409.04281972,423083.08015063,"E08000033"
"Feature","","Lake, south of Southowram","LK2","Attenuation Pond","Halifax",411432.10881544,423093.36125614,"E08000033"
"Feature","","Pond close to Dam Head Livery Stables and Shibden Brook","","Attenuation Pond","Stump Cross",410093.397,427526.363,"E08000033"
"Feature","","Pond, south of Shelf Hall Park","0787/006","Attenuation Pond","Stone Chair",412348.44964044,427800.35562831,"E08000033"
"Feature","","Henshaw woods culvert","99268","Attenuation Pond","Todmorden",393407.046,422623.232,"E08000033"
"Feature","","Walshaw Dean Upper Reservoir","0507/34","Attenuation Pond","Lumbutts",395661.00916019,423377.15379866,"E08000033"
"Feature","","Walshaw Dean Upper Reservoir","0336/001","Attenuation Pond","Pecket Well",396732.49676724,434475.70398464,"E08000033"
"Feature","","Walshaw Dean Middle Reservoir","0532/003","Attenuation Pond","Shackleton",396708.01770021,433717.6204327,"E08000033"
"Feature","","Walshaw Dean Lower Reservoir","0497/001","Attenuation Pond","Colden",396046.7450771,433172.9673628,"E08000033"
"Feature","","Widdop Reservoir","0872/003","Attenuation Pond","Colden",393125.34329364,432878.6066072,"E08000033"
"Feature","","Gorple Upper Reservoir","0311/002","Attenuation Pond","Hawks Stones",392194.42735101,431370.43356165,"E08000033"
"Feature","","Gorple Lower Reservoir","0309/004","Attenuation Pond","Colden",394153.87600911,431418.63499456,"E08000033"
"Feature","","Pond above Gorple Lower Reservoir","0309/003","Attenuation Pond","Colden",394183.83230964,431670.19674179,"E08000033"
"Feature","","Pond above Gorple Lower Reservoir","0309/004","Attenuation Pond","Colden",394203.19027354,431679.33233337,"E08000033"
"Feature","","Pond near Salt Pie Farm","0674/16","Attenuation Pond","Colden",395242.35740414,429138.29565753,"E08000033"
"Feature","","Pond, between Queensbury and Northowram","0385/003","Attenuation Pond","Shelf",411280.4473594,428756.31039432,"E08000033"
"Feature","","Pond, between Queensbury and Northowram","0385/002","Attenuation Pond","Shelf",411289.53936125,428727.29871859,"E08000033"
"Feature","","Pond in Crow Nest Park Golf Club","0414/19","Attenuation Pond","Brighouse",413722.87330026,424736.05797083,"E08000033"
"Feature","","Pond, near Blake Law Ln","0584/003","Attenuation Pond","Brighouse",417253.0500753,422652.81881993,"E08000033"
