type,features.type,features.geometry.type,features.geometry.coordinates.0,features.geometry.coordinates.1,features.properties.export_mpan_msid,features.properties.import_mpan_msid,features.properties.customer_name,features.properties.customer_site,features.properties.address_line_1,features.properties.address_line_2,features.properties.town_city,features.properties.county,features.properties.postcode,features.properties.country,features.properties.location_x_coordinate_eastings_where_data_is_held,features.properties.location_y_coordinate_northings_where_data_is_held,features.properties.grid_supply_point,features.properties.bulk_supply_point,features.properties.primary,features.properties.point_of_connection_poc_voltage_kv,features.properties.licence_area,features.properties.energy_source_1,features.properties.energy_conversion_technology_1,features.properties.chp_cogeneration_yes_no,features.properties.storage_capacity_1_mwh,features.properties.storage_duration_1_hours,features.properties.energy_source_energy_conversion_technology_1_registered_capacity_mw,features.properties.energy_source_2,features.properties.energy_conversion_technology_2,features.properties.chp_cogeneration_2_yes_no,features.properties.storage_capacity_2_mwh,features.properties.storage_duration_2_hours,features.properties.energy_source_energy_conversion_technology_2_registered_capacity_mw,features.properties.energy_source_3,features.properties.energy_conversion_technology_3,features.properties.chp_cogeneration_3_yes_no,features.properties.storage_capacity_3_mwh,features.properties.storage_duration_3_hours,features.properties.energy_source_energy_conversion_technology_3_registered_capacity_mw,features.properties.flexible_connection_yes_no,features.properties.connection_status,features.properties.already_connected_registered_capacity_mw,features.properties.maximum_export_capacity_mw,features.properties.maximum_export_capacity_mva,features.properties.maximum_import_capacity_mw,features.properties.maximum_import_capacity_mva,features.properties.date_connected,features.properties.accepted_to_connect_registered_capacity_mw,features.properties.change_to_maximum_export_capacity_mw,features.properties.change_to_maximum_export_capacity_mva,features.properties.change_to_maximum_import_capacity_mw,features.properties.change_to_maximum_import_capacity_mva,features.properties.date_accepted,features.properties.target_energisation_date,features.properties.distribution_service_provider_y_n,features.properties.transmission_service_provider_y_n,features.properties.reference,features.properties.in_a_connection_queue_y_n,features.properties.distribution_reinforcement_reference,features.properties.transmission_reinforcement_reference,features.properties.last_updated
"FeatureCollection","Feature","Point",-0.66569116203510859,53.779338384214093,"2394000132795","Data Not Available","Brocklesby Biogas","Brocklesby Biogas","Crosslands Lane","North Cave","Brough","East Yorkshire","HU15 2PG","England",488023,432271,"Creyke Beck","Hull West","Newport 1",11,"Northern Powergrid (Yorkshire) plc","Biomass","Steam turbine (thermal power plant)","No","","",3.56,"","","","","","","","","","","","","Yes","Connected",3.747,3.56,3.747,"","","2016-12-23 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.18314142480841963,53.611663127718685,"2394000011502","2391100013704","Immingham Landfill Generation","Immingham Landfill Generation","Waste Recycling Group","Queens Road","Immingham","Lincolnshire","DN40 1QR","England",520295,414324,"Grimsby West","Immingham","Immingham Landfill Generation",33,"Northern Powergrid (Yorkshire) plc","Waste","Gas turbine (OCGT)","No","","",4,"","","","","","","","","","","","","No","Connected",4.211,4,4.211,"","","2012-04-01 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.198667990905758,53.619799665411264,"2394000130965","Data Not Available","UK Capacity Reserve","UK Capacity Reserve","Greenpark Energy Site","Kings Road","Immingham","Lincolnshire","DN40 1AL","England",519245,415203,"Grimsby West","Immingham","Kings Road Generation",33,"Northern Powergrid (Yorkshire) plc","Fossil - Oil","Engine (combustion / reciprocating)","No","","",24,"","","","","","","","","","","","","Yes","Connected",25.263,24,25.263,"","","2017-01-06 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.25716148846215642,53.643049478685874,"Data Not Available","2300000996990","Lindsey Oil Refinery","Lindsey Oil Refinery","Eastfield Road","North Killingholme","Immingham","Lincolnshire","DN40 3LW","England",515313,417693,"Grimsby West","Immingham","Lindsey Oil Refinery 1A_1B",33,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",39,"","","","","","","","","","","","","No","Connected",41.053,31.5,33.158,"","","2001-11-15 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.19244842072961496,53.614968395811985,"Data Not Available","2300000233736","Cristal Pigments Ltd","Cristal Pigments Ltd","Leondell Chemicals","Laporte Road","Stallingborough","Lincolnshire","DN40 2PR","England",519670,414676,"Grimsby West","Immingham","Millennium Inorganic Chemicals",33,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",15,"","","","","","","","","","","","","No","Connected",15.789,0,0,"","","2012-04-01 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.12840599793111784,53.574995685462831,"Data Not Available","Data Not Available","Novartis Grimsby Ltd","Novartis Grimsby Ltd","Novartis Grimsby LTD","Pyewipe","Grimsby","Lincolnshire","DN31 2SR","England",524023,410339,"Grimsby West","Yarborough Road 132/33kV","Great Coates",11,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",7.98,"","","","","","","","","","","","","No","Connected",8.4,7.98,8.4,"","","2000-07-24 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.10902561490653766,53.5655572957171,"MSID_7377","Data Not Available","Grimsby CHP (Ex-Huntsman Tioxide) (Connected)","Grimsby CHP (Ex-Huntsman Tioxide) (Connected)","Grimsby CHP","Moody Lane","Grimsby","Lincolnshire","DN31 2SW","England",525334,409323,"Grimsby West","Yarborough Road 132/33kV","Tioxide 1/2",33,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",20,"","","","","","","","","","","","","No","Connected",21.053,20,21.053,"","","2001-09-01 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.60863150300630853,53.401158761995681,"2394000124001","Data Not Available","Hemswell Biogas Ltd","Hemswell Biogas Ltd","Hemswell Business Park","Hemswell Cliff","Gainsborough","Lincolnshire","DN21 5TU","England",492605,390272,"Keadby","Blyton","Harpswell",11,"Northern Powergrid (Yorkshire) plc","Biomass","Steam turbine (thermal power plant)","No","","",3,"","","","","","","","","","","","","No","Connected",3.158,3,3.158,"","","2015-12-11 00:00:00",,,,"","","2015-01-01 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.69439200441627358,53.3226709078707,"2394000111698","Data Not Available","Hall Water Treatment Works","Hall Water Treatment Works","Hall W.T.W","Collingham Road","Lincoln","Lincolnshire","LN1 2LL","England",487063,381433,"Keadby","Blyton","Stow",11,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",1.596,"","","","","","","","","","","","","No","Connected",1.68,0.8,0.842,"","","2014-04-15 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.75011705693696085,53.597263965365627,"2394000102693","Data Not Available","Keadby Wind Farm","Keadby Wind Farm","North Moor Farm","Keadby","Scunthorpe","Lincolnshire","DN17 3EL","England",482816,411914,"Keadby","Keadby Windfarm","Keadby Windfarm Direct",132,"Northern Powergrid (Yorkshire) plc","Wind","Onshore wind turbines","No","","",68,"","","","","","","","","","","","","No","Connected",71.579,68,71.579,"","","2013-09-05 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.50426527719699932,53.538512746192907,"MSID_7020","Data Not Available","Centrica Glanford Brigg Power Station","Centrica Glanford Brigg Power Station","Brigg Power Station","Scawby","Brigg","Lincolnshire","DN20 9LT","England",499223,405692,"Keadby","Scawby Brook","Scawby Brook Direct",132,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Gas turbine (OCGT)","No","","",190.95,"","","","","","","","","","","","","No","Connected",201,99.9,105.158,"","","Data Not Available",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.69499645925067022,53.6187164428889,"2394000133335","Data Not Available","Photovoltaics, Trent Holme, Stather Road","Photovoltaics, Trent Holme, Stather Road","Trent Holme","Stather Road","Scunthorpe","Lincolnshire","DN15 8RR","England",486420,414366,"Keadby","Scunthorpe North","Flixborough",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",4.6,"","","","","","","","","","","","","No","Connected",4.842,4,4.211,"","","2017-03-22 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",0.081539670617523333,53.426236583067663,"2394000047581","2394000047590","Fen Farm Wind Farm","Fen Farm Wind Farm","Wind Farm 1","Fen Lane","Conisholme Louth","Lincolnshire","LN11 7LU","England",538406,394178,"Keadby","Wold Newton","Fen Farm Windfarm",33,"Northern Powergrid (Yorkshire) plc","Wind","Onshore wind turbines","No","","",17,"","","","","","","","","","","","","Yes","Connected",17.895,17,17.895,"","","2011-06-11 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",0.15804057923663095,53.364543902267627,"2394000123434","Data Not Available","Gayton Le Marsh Wind Farm","Gayton Le Marsh Wind Farm","Carlton Grange","Saltfleetby","Louth","Lincolnshire","LN11 7TX","England",543696,387467,"Keadby","Wold Newton","Gayton le Marsh Windfarm",33,"Northern Powergrid (Yorkshire) plc","Wind","Onshore wind turbines","No","","",16.4,"","","","","","","","","","","","","Yes","Connected",17.263,16.4,17.263,"","","2015-10-15 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.5733070080758844,53.783152253308835,"2394000132847","Data Not Available","Beeston Royds STOR","Beeston Royds STOR","Beeston Royds","Unit 5 Brown Lane","Leeds","West Yorkshire","LS12 6BF","England",428213,431954,"Kirkstall B","Beeston Royds 132/33kV","Beeston Royds 6/7",11,"Northern Powergrid (Yorkshire) plc","Other","Engine (combustion / reciprocating)","No","","",2,"","","","","","","","","","","","","No","Connected",2.105,2,2.105,"","","Data Not Available",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.5963377014303728,53.71901202159016,"Data Not Available","Data Not Available","Marshall Clay Products","Marshall Clay Products","Howley Park Brickwords","Quarry Lane","Dewsbury","West Yorkshire","WF12 7JJ","England",426736,424809,"Kirkstall B","Beeston Royds 132/33kV","Tingley",11,"Northern Powergrid (Yorkshire) plc","Wind","Onshore wind turbines","No","","",2.5,"","","","","","","","","","","","","No","Connected",2.632,2.5,2.632,"","","Data Not Available",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.4883867684374505,53.397075098630744,"2394000027948","Data Not Available","Parkwood Landfill","Parkwood Landfill","Parkwood Landfill Site","Parkwood Road","Sheffield","South Yorkshire","S3 8AG","England",434117,389038,"Neepsend","Neepsend","Penistone Road",11,"Northern Powergrid (Yorkshire) plc","Waste","Gas turbine (OCGT)","No","","",5,"","","","","","","","","","","","","No","Connected",5.263,2.5,2.632,"","","2010-04-01 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",0.11548567322102785,53.660552284836314,"Data Not Available","Data Not Available","Easington (Centrica Storage Ltd) Intermittent Generation","Easington (Centrica Storage Ltd) Intermittent Generation","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",539887,420308,"Saltend North","Hull East 132/33kV","Easington",11,"Northern Powergrid (Yorkshire) plc","Other","Other","No","","",3.6,"","","","","","","","","","","","","No","Connected",3.789,0,0,"","","Data Not Available",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",0.028996148051048581,53.726236508333116,"2394000080231","Data Not Available","Tedder Hill Wind Farm","Tedder Hill Wind Farm","Tedder Hill Wind Farm","Halsham","Hull","East Yorkshire","HU12 0BT","England",533964,427448,"Saltend North","Hull East 132/33kV","Withernsea",11,"Northern Powergrid (Yorkshire) plc","Wind","Onshore wind turbines","No","","",6.555,"","","","","","","","","","","","","No","Connected",6.9,6.555,6.9,"","","2013-03-27 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.23663335175041081,53.744499661394087,"Data Not Available","Data Not Available","Hull Waste Treatment Works","Hull Waste Treatment Works","Hull Waste Treatment Works","Hull Road","Hull","East Yorkshire","HU12 8EY","England",516390,429012,"Saltend North","Saltend 132/33kV","Yorkshire Water Hull Road",11,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",1,"","","","","","","","","","","","","No","Connected",1.053,1,1.053,"","","Data Not Available",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.4817994739539035,53.380992926654329,"Data Not Available","Data Not Available","Royal Hallamshire Hospital","Royal Hallamshire Hospital","Glossop Road","Broomhall","Sheffield","South Yorkshire","S10 2JF","England",434568,387252,"Sheffield City","Sheffield City","Victoria Street",11,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",1.95,"","","","","","","","","","","","","No","Connected",2.053,0,0,"","","Data Not Available",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.5435923459136665,53.813835926482575,"2394000081500","Data Not Available","Leeds North, Regional Bio Power","Leeds North, Regional Bio Power","North Leeds Generation","Buslingthorpe Green","Leeds","West Yorkshire","LS7 2AP","England",430149,435380,"Skelton Grange","Leeds North","Buslingthorpe Green",11,"Northern Powergrid (Yorkshire) plc","Waste","Gas turbine (OCGT)","No","","",1.9,"","","","","","","","","","","","","No","Connected",2,1.9,2,"","","2011-10-01 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.5326208421043881,53.787054280434909,"2394000085123","Data Not Available","New Bridge House","New Bridge House","Leeds City Office Park","Holbeck","Leeds","West Yorkshire","LS11 5BD","England",430891,432405,"Skelton Grange","Low Road","Brookfield Street",11,"Northern Powergrid (Yorkshire) plc","Other","Other","No","","",1,"","","","","","","","","","","","","No","Connected",1.053,0.105,0.111,"","","2012-11-21 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.7723622146285989,53.651048559228229,"2394000002925","2394100008408","Syngenta CHP (Huddersfield)","Syngenta CHP (Huddersfield)","Syngenta","Leeds Road","Huddersfield","West Yorkshire","HD2 1FF","England",415144,417196,"Skelton Grange","Saint Andrews Road 132/33kV","Zeneca 1_2",33,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",19.95,"","","","","","","","","","","","","No","Connected",21,19.95,21,"","","2012-04-01 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.7412675830326068,53.767974792245823,"Data Not Available","Data Not Available","Bradford M&S","Bradford M&S","Prologis Park","Rooley Lane","Bradford","West Yorkshire","BD5 8LB","England",417152,430212,"Skelton Grange","Staygate","Dudley Hill",11,"Northern Powergrid (Yorkshire) plc","Fossil - Oil","Engine (combustion / reciprocating)","No","","",2,"","","","","","","","","","","","","No","Connected",2.105,0,0,"","","Data Not Available",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.3667532895904411,53.416231458712829,"2394000121083","Data Not Available","Rotherham General Hospital","Rotherham General Hospital","Rotherham District General Hospital","Moorgate Road","Rotherham","South Yorkshire","S60 2UD","England",442186,391234,"Templeborough 275/33kV","Templeborough 275/33kV","Fullerton Road",11,"Northern Powergrid (Yorkshire) plc","Fossil - Gas","Steam turbine (thermal power plant)","Yes","","",1,"","","","","","","","","","","","","No","Connected",1.053,0,0,"","","2015-02-12 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.1829814474799951,53.484626028916132,"2394000025054","Data Not Available","Levitt Hagg Waste Recycling","Levitt Hagg Waste Recycling","Mill Lane","Warmsworth","Doncaster","South Yorkshire","DN4 9RG","England",454313,398967,"Thurcroft","Thurcroft","Edlington",11,"Northern Powergrid (Yorkshire) plc","Waste","Steam turbine (thermal power plant)","No","","",5.7,"","","","","","","","","","","","","No","Connected",6,5.7,6,"","","2010-04-01 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.0581982688193134,53.413909813562135,"Data Not Available","Data Not Available","Harworth Colliery","Harworth Colliery","Harworth Colliery","Bircotes","Doncaster","South Yorkshire","DN11 8AB","England",462697,391202,"Thurcroft","Thurcroft","Harworth",11,"Northern Powergrid (Yorkshire) plc","Waste","Gas turbine (OCGT)","No","","",4.003,"","","","","","","","","","","","","No","Connected",4.214,4.003,4.214,"","","2010-04-01 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.1702604752044619,53.423666616280755,"2394000060226","Data Not Available","Maltby Colliery","Maltby Colliery","Tickhill Road","Maltby","Rotherham","South Yorkshire","S66 7QW","England",455236,392195,"Thurcroft","Thurcroft","Maltby Colliery",66,"Northern Powergrid (Yorkshire) plc","Waste","Gas turbine (OCGT)","No","","",10,"","","","","","","","","","","","","No","Connected",10.526,10,10.526,"","","2011-11-10 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.2385703783153403,53.313801553888467,"2394000099074","Data Not Available","Penny Hill Wind Farm","Penny Hill Wind Farm","Penny Hill Wind Farm","Harthill","Sheffield","South Yorkshire","S26 7YA","England",450827,379922,"Thurcroft","Thurcroft","Pennyhill Windfarm",66,"Northern Powergrid (Yorkshire) plc","Wind","Onshore wind turbines","No","","",20.22,"","","","","","","","","","","","","No","Connected",21.284,20.22,21.284,"","","2013-03-18 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.3640330049568965,53.547072962860504,"2394000026721","Data Not Available","Houghton Main Colliery Site","Houghton Main Colliery Site","Former Houghton Main Colliery Site","Park Spring Road","Barnsley","South Yorkshire","S70 1","England",442237,405792,"West Melton Section 3","West Melton","Houghton Main",11,"Northern Powergrid (Yorkshire) plc","Waste","Gas turbine (OCGT)","No","","",5.7,"","","","","","","","","","","","","No","Connected",6,3.8,4,"","","2012-02-01 00:00:00",,,,"","","Data Not Available","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.3299426438142168,53.502914930174711,"2394000108542","Data Not Available","Aldi Goldthorpe Solar","Aldi Goldthorpe Solar","Commerical Road","Goldthorpe","Rotherham","South Yorkshire","S63 9BL","England",444542,400900,"West Melton Section 3","West Melton","Wath Upon Dearne",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",1.499,"","","","","","","","","","","","","No","Connected",1.578,1.499,1.578,"","","2015-07-07 00:00:00",,,,"","","2015-01-01 00:00:00","","","","","","","",2023-09-11 00:00:00.000
