type,features.type,features.geometry,features.properties.export_mpan_msid,features.properties.import_mpan_msid,features.properties.customer_name,features.properties.customer_site,features.properties.address_line_1,features.properties.address_line_2,features.properties.town_city,features.properties.county,features.properties.postcode,features.properties.country,features.properties.location_x_coordinate_eastings_where_data_is_held,features.properties.location_y_coordinate_northings_where_data_is_held,features.properties.grid_supply_point,features.properties.bulk_supply_point,features.properties.primary,features.properties.point_of_connection_poc_voltage_kv,features.properties.licence_area,features.properties.energy_source_1,features.properties.energy_conversion_technology_1,features.properties.chp_cogeneration_yes_no,features.properties.storage_capacity_1_mwh,features.properties.storage_duration_1_hours,features.properties.energy_source_energy_conversion_technology_1_registered_capacity_mw,features.properties.energy_source_2,features.properties.energy_conversion_technology_2,features.properties.chp_cogeneration_2_yes_no,features.properties.storage_capacity_2_mwh,features.properties.storage_duration_2_hours,features.properties.energy_source_energy_conversion_technology_2_registered_capacity_mw,features.properties.energy_source_3,features.properties.energy_conversion_technology_3,features.properties.chp_cogeneration_3_yes_no,features.properties.storage_capacity_3_mwh,features.properties.storage_duration_3_hours,features.properties.energy_source_energy_conversion_technology_3_registered_capacity_mw,features.properties.flexible_connection_yes_no,features.properties.connection_status,features.properties.already_connected_registered_capacity_mw,features.properties.maximum_export_capacity_mw,features.properties.maximum_export_capacity_mva,features.properties.maximum_import_capacity_mw,features.properties.maximum_import_capacity_mva,features.properties.date_connected,features.properties.accepted_to_connect_registered_capacity_mw,features.properties.change_to_maximum_export_capacity_mw,features.properties.change_to_maximum_export_capacity_mva,features.properties.change_to_maximum_import_capacity_mw,features.properties.change_to_maximum_import_capacity_mva,features.properties.date_accepted,features.properties.target_energisation_date,features.properties.distribution_service_provider_y_n,features.properties.transmission_service_provider_y_n,features.properties.reference,features.properties.in_a_connection_queue_y_n,features.properties.distribution_reinforcement_reference,features.properties.transmission_reinforcement_reference,features.properties.last_updated,features.properties.geopoint
"FeatureCollection","Feature","[Record]","2394000097059","Data Not Available","Burton Hall Farm, Mill Lane, Brayton, Selby, YO8 9LD","Burton Hall Farm, Mill Lane, Brayton, Selby, YO8 9LD","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",461788,430700,"Drax","Osgodby 3/4","Selby",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.12,"","","","","","","","","","","","","No","Connected",0.126,0.12,0.126,"","",2012-10-10 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000114519","Data Not Available","Babthorpe Hall Farm, Babthorpe, Selby, YO8 6EH","Babthorpe Hall Farm, Babthorpe, Selby, YO8 6EH","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",476292,429220,"Drax","Osgodby 3/4","Thorpe Road",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.5,"","","","","","","","","","","","","No","Connected",0.526,0.5,0.526,"","",2014-06-27 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000116074","Data Not Available","Windy Gap Farm","Windy Gap Farm","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",420461,419366,"Elland","Lindley","Honley",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.086,"","","","","","","","","","","","","No","Connected",0.091,0.086,0.091,"","",2014-10-10 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000116766","Data Not Available","Towndoor Ltd, Bent Ley Road, Meltham, Holmfirth, HD9 4AP","Towndoor Ltd, Bent Ley Road, Meltham, Holmfirth, HD9 4AP","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",410998,411245,"Elland","Lindley","Meltham",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.143,"","","","","","","","","","","","","No","Connected",0.151,0.143,0.151,"","",2015-02-01 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000096700","Data Not Available","Delph Farm, Moor Hey Lane","Delph Farm, Moor Hey Lane","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",412304,420366,"Elland","Sowerby Bridge 132/33kV","Elland 33/11kV",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.086,"","","","","","","","","","","","","No","Connected",0.091,0.086,0.091,"","",2012-10-19 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000109990","Data Not Available","Mount Pleasant","Mount Pleasant","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",409582,422211,"Elland","Sowerby Bridge 132/33kV","Salterhebble",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.086,"","","","","","","","","","","","","No","Connected",0.091,0.086,0.091,"","",2014-05-01 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000111740","Data Not Available","North Forest","North Forest","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",409582,422211,"Elland","Sowerby Bridge 132/33kV","Salterhebble",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.081,"","","","","","","","","","","","","No","Connected",0.085,0.081,0.085,"","",2014-08-17 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000135420","Data Not Available","Coal Gate Road, Ripponden, Sowerby Bridge","Coal Gate Road, Ripponden, Sowerby Bridge","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",401825,420071,"Elland","Sowerby Bridge 132/33kV","Sowerby Bridge 33/11kV",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.1,"","","","","","","","","","","","","No","Connected",0.105,0.1,0.105,"","",2017-12-01 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000127554","Data Not Available","PC Specialist Ltd, Unit 12, Jubilee Way, Grange Moor, Wakefield, WF4 4TD","PC Specialist Ltd, Unit 12, Jubilee Way, Grange Moor, Wakefield, WF4 4TD","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",422193,415584,"Elland","Thornhill 132kV","Calder Wharf",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.103,"","","","","","","","","","","","","No","Connected",0.108,0.103,0.108,"","",2016-02-01 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000111768","Data Not Available","Browns Edge Wind Turbine","Browns Edge Wind Turbine","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",419429,406046,"Elland","Thornhill 132kV","Hazlehead",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.081,"","","","","","","","","","","","","No","Connected",0.085,0.081,0.085,"","",2014-07-10 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000107993","Data Not Available","Mount Pleasant Farm (Mirfield)","Mount Pleasant Farm (Mirfield)","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",420461,419366,"Elland","Thornhill 132kV","Mirfield",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.095,"","","","","","","","","","","","","No","Connected",0.1,0.095,0.1,"","",2014-07-12 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000106642","Data Not Available","Whitely Hall Farm","Whitely Hall Farm","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",420461,419366,"Elland","Thornhill 132kV","Mirfield",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.09,"","","","","","","","","","","","","No","Connected",0.095,0.09,0.095,"","",2014-01-30 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000095159","Data Not Available","New Dunsley Poultry","New Dunsley Poultry","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",416159,407393,"Elland","Thornhill 132kV","Scholes",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.09,"","","","","","","","","","","","","No","Connected",0.095,0.09,0.095,"","",2012-10-19 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000125992","Data Not Available","Wind Turbine 2, Martins Nest Farm, Grime Lane, Hepworth, Holmfirth, HD9 7TG","Wind Turbine 2, Martins Nest Farm, Grime Lane, Hepworth, Holmfirth, HD9 7TG","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",418085,406213,"Elland","Thornhill 132kV","Scholes",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.086,"","","","","","","","","","","","","No","Connected",0.091,0.086,0.091,"","",2016-05-01 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000131782","Data Not Available","Myrtle Grange Farm, Main Street, Hensall, Goole, DN14 0RA","Myrtle Grange Farm, Main Street, Hensall, Goole, DN14 0RA","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",459472,423679,"Ferrybridge A","Ferrybridge A","Eggborough",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.238,"","","","","","","","","","","","","No","Connected",0.251,0.238,0.251,"","",2016-09-10 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000112186","Data Not Available","Smeathalls Farm","Smeathalls Farm","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",451461,425610,"Ferrybridge A","Ferrybridge A","Ferrybridge A 11kV",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.499,"","","","","","","","","","","","","No","Connected",0.525,0.499,0.525,"","",2014-07-09 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000131009","Data Not Available","JH McCloys Ltd, Byram Park, Byram, Knottingley, WF11 9NG","JH McCloys Ltd, Byram Park, Byram, Knottingley, WF11 9NG","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",449793,426079,"Ferrybridge A","Ferrybridge A","Ferrybridge A 11kV",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.19,"","","","","","","","","","","","","No","Connected",0.2,0.19,0.2,"","",2016-10-14 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000076936","Data Not Available","Hazel Lane Landfill","Hazel Lane Landfill","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",447609,409986,"Ferrybridge A","Ferrybridge A","South Elmsall",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.76,"","","","","","","","","","","","","No","Connected",0.8,0.76,0.8,"","",2011-03-28 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000010340","Data Not Available","Skelbrooke Landfill Site","Skelbrooke Landfill Site","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",447609,409986,"Ferrybridge A","Ferrybridge A","South Elmsall",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.76,"","","","","","","","","","","","","No","Connected",0.8,0.76,0.8,"","",2004-04-01 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000102666","Data Not Available","Haggs Farm","Haggs Farm","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",430725,447026,"Ferrybridge B","Bramham","Dunkeswick",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.08,"","","","","","","","","","","","","No","Connected",0.084,0.08,0.084,"","",2013-09-18 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000115674","Data Not Available","Milford Grange Farm, Ingthorne Lane, South Milford, Leeds, LS25 5DH","Milford Grange Farm, Ingthorne Lane, South Milford, Leeds, LS25 5DH","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",451153,430936,"Ferrybridge B","Bramham","Sherburn",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.09,"","","","","","","","","","","","","No","Connected",0.095,0.09,0.095,"","",2015-07-01 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000106810","Data Not Available","Streethouses Farm Solar Panels","Streethouses Farm Solar Panels","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",452601,445608,"Ferrybridge B","Bramham","Tadcaster",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.2,"","","","","","","","","","","","","No","Connected",0.211,0.2,0.211,"","",2014-01-26 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000118610","Data Not Available","Catterton Hall Farm, Moor Lane, Catterton, Tadcaster, LS24 8DH","Catterton Hall Farm, Moor Lane, Catterton, Tadcaster, LS24 8DH","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",451039,445941,"Ferrybridge B","Bramham","Tadcaster",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.095,"","","","","","","","","","","","","No","Connected",0.1,0.095,0.1,"","",2015-12-02 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000118090","Data Not Available","Hydro Turbine, Altofts Weir, Tuscany Way, Normanton, WF6 2UA","Hydro Turbine, Altofts Weir, Tuscany Way, Normanton, WF6 2UA","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",438581,424663,"Ferrybridge B","Featherstone","Normanton",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.1,"","","","","","","","","","","","","No","Connected",0.105,0.1,0.105,"","",2016-09-12 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000106331","Data Not Available","Diggerland","Diggerland","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",442024,425639,"Ferrybridge B","Featherstone","WELLINGTON STREET",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.095,"","","","","","","","","","","","","No","Connected",0.1,0.095,0.1,"","",2013-07-02 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000112177","Data Not Available","Biogas Generator, Manor Farm, Manor Road, Beal, Goole","Biogas Generator, Manor Farm, Manor Road, Beal, Goole","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",452259,423702,"Ferrybridge B","Kirkhaw Lane","Beal",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.475,"","","","","","","","","","","","","No","Connected",0.5,0.475,0.5,"","",2014-08-22 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000099464","Data Not Available","Northfield Farm, Roe Lane, Birkin","Northfield Farm, Roe Lane, Birkin","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",452259,423702,"Ferrybridge B","Kirkhaw Lane","Beal",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.475,"","","","","","","","","","","","","No","Connected",0.5,0.475,0.5,"","",2013-06-01 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000121561","Data Not Available","Sweet Briar Farm, Carr Road, Ulceby, DN39 6TX","Sweet Briar Farm, Carr Road, Ulceby, DN39 6TX","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",511797,415684,"Grimsby West","Immingham","Barrow",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.181,"","","","","","","","","","","","","No","Connected",0.191,0.181,0.191,"","",2016-08-01 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000102197","Data Not Available","Poplar Tree Farm","Poplar Tree Farm","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",482683,390577,"Keadby","Blyton","Corringham Road",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.086,"","","","","","","","","","","","","No","Connected",0.091,0.086,0.091,"","",2013-04-24 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000095957","Data Not Available","Butterwick Grange","Butterwick Grange","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",477722,404193,"Keadby","Blyton","Epworth",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.161,"","","","","","","","","","","","","No","Connected",0.169,0.161,0.169,"","",2012-09-17 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000112450","Data Not Available","E Park & Son Cold Store Building","E Park & Son Cold Store Building","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",477722,404193,"Keadby","Blyton","Epworth",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.095,"","","","","","","","","","","","","No","Connected",0.1,0.095,0.1,"","",2014-04-02 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000116775","Data Not Available","Scampton AD, Grange Cliff Farm","Scampton AD, Grange Cliff Farm","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",498177,383658,"Keadby","Blyton","HARPSWELL",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.5,"","","","","","","","","","","","","No","Connected",0.526,0.5,0.526,"","",2017-04-24 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000116775","Data Not Available","Grange Farm","Grange Farm","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",492605,390272,"Keadby","Blyton","HARPSWELL",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.5,"","","","","","","","","","","","","No","Connected",0.526,0.5,0.526,"","",2014-09-10 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000110471","Data Not Available","Heath Farm","Heath Farm","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",492605,390272,"Keadby","Blyton","HARPSWELL",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.125,"","","","","","","","","","","","","No","Connected",0.132,0.125,0.132,"","",2014-10-16 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000125751","Data Not Available","Ingham Cliff Farm, Middle Street, Ingham, Lincoln, LN1 2YQ","Ingham Cliff Farm, Middle Street, Ingham, Lincoln, LN1 2YQ","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",495943,384826,"Keadby","Blyton","HARPSWELL",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.19,"","","","","","","","","","","","","No","Connected",0.2,0.19,0.2,"","",2016-02-01 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000110505","Data Not Available","Newlands Farm","Newlands Farm","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",478869,399402,"Keadby","Blyton","Haxey",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.475,"","","","","","","","","","","","","No","Connected",0.5,0.475,0.5,"","",2014-10-23 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000108792","Data Not Available","Lodge Farm, Lincoln Road, Lincoln, LN1 2LD","Lodge Farm, Lincoln Road, Lincoln, LN1 2LD","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",487063,381433,"Keadby","Blyton","Stow",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.618,"","","","","","","","","","","","","No","Connected",0.651,0.618,0.651,"","",2015-10-01 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000121092","Data Not Available","Manor Farm Wind Farm","Manor Farm Wind Farm","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",487063,381433,"Keadby","Blyton","Stow",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.475,"","","","","","","","","","","","","No","Connected",0.5,0.475,0.5,"","",2015-04-01 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000097147","Data Not Available","Hibaldstow Farm","Hibaldstow Farm","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",494054,399908,"Keadby","Santon","Hibaldstow",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.475,"","","","","","","","","","","","","No","Connected",0.5,0.475,0.5,"","",2012-11-29 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000100793","Data Not Available","Barton Vale Farm","Barton Vale Farm","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",504261,422463,"Keadby","Santon","Pasture Road South",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.18,"","","","","","","","","","","","","No","Connected",0.189,0.18,0.189,"","",2013-03-04 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000117885","Data Not Available","Wind Turbine Off Main Street, Horkstow, Barton-Upon-Humber, DN18 6BE","Wind Turbine Off Main Street, Horkstow, Barton-Upon-Humber, DN18 6BE","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",498581,418974,"Keadby","Santon","South Ferriby",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.38,"","","","","","","","","","","","","No","Connected",0.4,0.38,0.4,"","",2016-07-01 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000100933","Data Not Available","North Wold Farm","North Wold Farm","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",502564,408203,"Keadby","Santon","Wrawby",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.599,"","","","","","","","","","","","","No","Connected",0.631,0.599,0.631,"","",2013-07-01 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000127883","Data Not Available","SC4 UK Ltd, 18 Midland Road, Scunthorpe, DN16 1DQ","SC4 UK Ltd, 18 Midland Road, Scunthorpe, DN16 1DQ","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",490925,410121,"Keadby","Scunthorpe North","Station Road",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.086,"","","","","","","","","","","","","No","Connected",0.091,0.086,0.091,"","",2016-05-01 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000119571","Data Not Available","Regent House","Regent House","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",521290,392997,"Keadby","Wold Newton","BINBROOK",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.247,"","","","","","","","","","","","","No","Connected",0.26,0.247,0.26,"","",2015-01-01 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000126728","Data Not Available","Kelstern Hall, Kelstern, Louth, LN11 0RG","Kelstern Hall, Kelstern, Louth, LN11 0RG","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",525252,390303,"Keadby","Wold Newton","BINBROOK",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.181,"","","","","","","","","","","","","No","Connected",0.191,0.181,0.191,"","",2016-09-01 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000125584","Data Not Available","Grange Farm, Rothwell, Market Rasen, LN7 6SP","Grange Farm, Rothwell, Market Rasen, LN7 6SP","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",513629,399592,"Keadby","Wold Newton","Caistor",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.119,"","","","","","","","","","","","","No","Connected",0.125,0.119,0.125,"","",2016-03-01 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000111917","Data Not Available","Moncaster Wire Products","Moncaster Wire Products","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",532323,389089,"Keadby","Wold Newton","Louth",0.4,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.075,"","","","","","","","","","","","","No","Connected",0.079,0.075,0.079,"","",2014-09-01 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
"FeatureCollection","Feature","[Record]","2394000128957","Data Not Available","Turbine Adj Helen House Farm, Rotten Row, Mablethorpe, LN12 1NX","Turbine Adj Helen House Farm, Rotten Row, Mablethorpe, LN12 1NX","Data Not Available","Data Not Available","Data Not Available","Data Not Available","Data Not Available","England",547320,386319,"Keadby","Wold Newton","South Reston",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",0.5,"","","","","","","","","","","","","No","Connected",0.526,0.5,0.526,"","",2016-04-01 00:00:00.000,,,,"","","Data Not Available","","","","","","","",2023-09-13 00:00:00.000,""
